signal_time
2023-11-13 14:30:00
2023-11-15 17:30:00
2023-11-15 19:30:00
2023-11-21 14:30:00
2023-11-22 18:30:00
2023-12-11 19:30:00
2023-12-15 18:30:00
2023-12-18 20:30:00
2023-12-20 18:30:00
2024-01-22 17:30:00
2024-01-22 20:30:00
2024-01-24 18:30:00
2024-01-30 16:30:00
2024-01-30 20:30:00
2024-02-02 17:30:00
2024-02-02 20:30:00
2024-02-07 15:30:00
2024-02-12 18:30:00
2024-03-04 17:30:00
2024-03-04 20:30:00
2024-03-08 15:30:00
2024-03-21 18:30:00
2024-05-06 14:30:00
2024-05-07 17:30:00
2024-05-09 15:30:00
2024-05-10 16:30:00
2024-05-13 14:30:00
2024-05-14 14:30:00
2024-05-14 19:30:00
2024-05-16 19:30:00
2024-05-20 15:30:00
2024-06-12 18:30:00
2024-06-17 19:30:00
2024-06-20 14:30:00
2024-07-09 17:30:00
2024-07-11 14:30:00
2024-07-12 15:30:00
2024-08-21 15:30:00
2024-08-21 18:30:00
2024-09-17 15:30:00
2024-10-10 13:30:00
2024-10-11 14:30:00
2024-10-15 13:30:00
2024-11-25 15:30:00
2024-12-02 20:30:00
2024-12-04 17:30:00
2024-12-05 17:30:00
2024-12-06 15:30:00
2025-01-17 18:30:00
2025-01-23 14:30:00
2025-01-24 17:30:00
2025-03-24 15:30:00
2025-03-25 15:30:00
2025-05-01 15:30:00
2025-05-15 13:30:00
2025-05-15 17:30:00
2025-05-19 13:30:00
2025-05-19 17:30:00
2025-06-30 17:30:00
2025-07-01 13:30:00
2025-07-01 19:30:00
2025-07-07 13:30:00
2025-07-21 18:30:00
2025-07-24 15:30:00
2025-07-24 19:30:00
2025-07-25 19:30:00
2025-07-28 14:30:00
2025-08-14 13:30:00
2025-09-10 14:30:00
2025-09-12 19:30:00
2025-09-15 16:30:00
2025-09-16 13:30:00
2025-09-18 14:30:00
2025-09-23 14:30:00
2025-10-01 19:30:00
2025-10-03 16:30:00
2025-10-24 19:30:00
2025-10-29 16:30:00
2025-12-29 14:30:00
2026-01-07 17:30:00
2026-04-09 13:30:00
2026-04-10 15:30:00
2026-04-20 15:30:00
2026-04-21 14:30:00
2026-05-08 18:30:00
2026-05-11 18:30:00
2026-05-13 19:30:00
2026-05-14 16:30:00
2026-05-15 13:30:00
2026-05-29 19:30:00
2026-06-01 19:30:00
2026-08-05 19:30:00
2026-08-13 14:30:00
